index,Scparinkind,Scsizeinkind,Scparfundraise_a,Tjumlah,Scrapbs,Screcrapbs,Scdistrapbs,Spparentsrapbs,Scbpd,Scsatbpd,Spbpd,Spsatbpd,Scsatlearn,Tsatlearn,Spsatlearn,Spsceffective_a,Spsceffective_b,Spsceffective_c,Spsceffective_d,Scposcontr,Tscperception_a,Tscperception_b,Tscperception_c,Tscperception_d,Scparfundraise_b,Scmeettripartite,Spinviterapbs,Pcont,Pcont_physical,Pnsteach,Gttteach_govt1,Gttteach_govt2,Gttteach_school,Gttteach_govt,Pscanswer,Pknow_scexist,Pmtgrapbs,Psatlearnknow,Pknow_scmem,Prap_a,Prap_b,Prap_c,Prap_d,Prapbs,Scparfundraise,Spinviterapbs_score,Tscperception
001,0,,,7,0,1,0,0,1,2,0,2,3,2,2,1,3,1,1,0,6,7,6,6,,2,0,500,0,4,,,3,,0,0.5,0,3,4,0,0.5,0,0,0.5,0,0,6.25
002,0,,,12,0,0,0,1,0,1,0,2,3,3,3,1,1,1,1,0,9,8,8,9,,3,1,7000,1,8,,,4,,0,0.666666667,0.333333333,3,2,0,0,0.666666667,0,0.666666667,0,0,8.5
003,1,2,,10,0,0,1,1,0,3,1,2,2,3,3,1,1,1,1,1,8,10,10,8,,3,0,0,0,7,,,3,,0.037037037,0.666666667,0.333333333,2.666666667,1,0.666666667,0.666666667,0.666666667,0,2,0,0,9
004,0,,,8,0,0,0,0,0,3,0,3,3,3,2,1,1,1,1,1,8,9,7,8,,3,1,0,0,6,,,2,,0,0.333333333,0,2.5,2,0.285714286,0.285714286,0.285714286,0,0.857142857,0,0,8
005,1,3,,11,0,0,0,1,1,3,0,3,3,2,2,1,1,1,1,1,7,7,7,7,,1,0,0,0,9,,,2,,0,0.333333333,0,2.5,2,0.666666667,0.666666667,0.666666667,0.333333333,2.333333333,0,0,7
006,1,3,,7,0,0,1,1,1,3,0,3,3,3,3,1,1,1,1,1,9,9,10,8,8,2,1,0,0,5,,,2,,0,0.333333333,1,2.333333333,1,0.666666667,0.666666667,0.666666667,0,2,810000,0,9
007,1,3,,9,0,0,0,0,0,3,0,3,4,3,2,1,1,1,1,1,9,8,7,9,,4,1,15000,1,9,,,,,0.037037037,1,0.333333333,2.833333333,2,0.333333333,0.666666667,0.666666667,0,1.666666667,0,0,8.25
008,0,,,10,1,0,1,1,1,3,1,3,3,3,3,1,1,1,1,1,8,8,8,8,,2,1,0,0,7,,,3,,0,0.333333333,0,3,2,0.666666667,0.333333333,0.333333333,0,1.333333333,0,0,8
009,0,,,7,0,0,0,0,1,2,0,2,2,3,2,1,1,1,1,1,8,8,8,8,,2,1,0,0,3,,,4,,0,0.666666667,0.333333333,3,2,0,0,1,0,1,0,0,8
010,0,,,10,1,0,1,1,1,1,0,1,2,2,2,2,2,2,2,0,6,6,6,6,,1,1,0,0,8,,,2,,0.037037037,1,0.666666667,3,1.666666667,1,1,1,1,4,0,0,6
011,1,3,,9,0,0,0,1,1,3,1,2,2,2,2,1,1,1,1,1,8,8,8,8,3,1,1,55000,1,7,,,2,,0.074074074,0.333333333,0.333333333,2.666666667,2,0.333333333,1,0,0,1.333333333,30000,0,8
012,1,2,,10,0,1,0,0,1,2,1,2,2,2,2,1,1,1,1,1,9,9,9,8,,2,1,0,0,8,,2,,,0,1,0,2.333333333,1.333333333,1,0.333333333,0,0,1.333333333,0,0,8.75
013,0,,,12,0,1,0,1,0,2,1,2,3,3,3,1,1,1,1,1,8,8,9,8,,2,1,0,0,9,,,3,,0.111111111,1,0.666666667,3,1.666666667,0.666666667,0.666666667,1,0.666666667,3,0,0,8.25
014,0,,,11,0,0,0,0,1,3,0,3,3,3,2,1,1,1,1,1,10,9,10,9,,3,0,0,0,8,1,,2,,0.111111111,1,0.666666667,2.333333333,2.333333333,0.666666667,1,0.666666667,0.666666667,3,0,0,9.5
015,1,2,,8,0,1,0,0,0,3,0,2,2,3,2,1,1,1,1,1,10,10,10,8,,,1,0,0,5,2,,1,,0.148148148,0.666666667,0.333333333,2.166666667,2,0,1,0.666666667,0,1.666666667,0,0,9.5
016,0,,,8,0,0,0,1,0,2,1,2,2,2,2,1,1,1,1,0,6,6,7,5,,1,0,0,0,5,,,3,,0.111111111,0.333333333,0,2.833333333,4,0.333333333,0.333333333,0.333333333,0,1,0,,6
017,0,,,10,0,0,1,1,0,2,0,2,2,3,2,1,1,1,1,1,10,10,10,9,,3,0,10000,0,9,,1,,,0.259259259,1,1,3.333333333,2.333333333,1,1,1,0.666666667,3.666666667,0,,9.75
018,0,,2,20,0,0,0,0,0,,0,,4,3,3,1,1,1,1,1,10,10,10,10,,3,1,5000,1,14,,2,4,,0.185185185,1,0,3,1.666666667,0.333333333,0.666666667,0.666666667,0,1.666666667,25000,0,10
019,0,,,10,0,0,0,0,1,3,1,3,3,,3,1,1,1,1,0,9,8,8,8,,1,1,0,0,9,,,1,,0.222222222,0.666666667,0.333333333,2.333333333,3,0,0.333333333,0.666666667,0.333333333,1.333333333,0,0,8.25
020,0,,,16,0,0,0,1,0,3,0,2,3,2,3,1,1,1,1,1,8,8,8,8,4,3,0,0,0,14,,,2,,0,0,0,2.5,,0.666666667,0.666666667,0,0,1.333333333,4500000,,8
021,0,,,11,0,0,1,1,1,3,1,3,3,2,3,1,1,1,1,1,7,8,8,8,1,3,1,0,0,9,,,2,,0,0.666666667,0.666666667,2.666666667,2.5,0.666666667,0.333333333,0.333333333,0,1.333333333,1600000,0,7.75
022,0,,,10,0,1,1,1,0,2,1,3,3,2,2,3,1,1,1,1,7,8,8,7,,4,0,10000,0,9,,,1,,0.148148148,0.666666667,0,3.166666667,2,0.333333333,0.666666667,0.333333333,0,1.333333333,0,0,7.5
023,1,4,,10,1,0,1,1,1,2,0,1,2,3,2,1,1,1,1,1,8,9,10,7,1,4,1,0,0,10,,,,,0.037037037,0.666666667,0.666666667,2.666666667,1.5,0.666666667,0.333333333,0,0,1,1875000,0,8.5
024,0,,,10,0,0,0,0,1,3,0,3,3,3,2,1,1,1,1,1,7,7,8,99,,3,1,10000,0,9,,1,,,0,0.333333333,0.333333333,2.666666667,1,0.714285714,0,0,0,0.714285714,0,0,30.25
025,0,,,11,0,0,1,0,0,3,0,2,3,,2,2,1,1,1,1,8,8,8,7,1,3,1,40000,0,9,,2,,,0.111111111,1,0.666666667,2.666666667,1.333333333,0.666666667,0.666666667,0.333333333,0,1.666666667,1500000,0,7.75
026,0,,1,11,1,0,1,1,0,2,0,1,3,2,2,1,1,1,1,1,8,10,10,5,,3,1,0,0,8,,3,,,0,0,0.333333333,3,,0,0,0.25,0,0.25,1750000,0,8.25
027,0,,6,16,1,0,1,0,1,4,1,3,3,3,3,1,1,1,1,1,7,9,9,8,,3,0,0,0,11,,,5,,0,0.333333333,0,2.5,1,0.666666667,0.333333333,0.333333333,0.333333333,1.666666667,60000,0,8.25
028,1,2,,9,0,0,0,1,0,3,1,2,2,2,2,1,1,1,1,1,7,5,5,1,,5,1,0,0,7,,,2,,0.074074074,0.666666667,0.666666667,2.333333333,1,0.666666667,0.333333333,0.666666667,0,1.666666667,0,0,4.5
029,0,,,10,1,0,0,0,0,2,1,2,3,2,3,1,1,1,1,1,8,8,8,8,,2,0,0,0,9,,,1,,0.185185185,1,1,3,1.666666667,1,0.666666667,1,0.333333333,3,90000,0,8
030,0,,,12,0,1,0,1,1,3,0,3,3,2,3,1,1,1,1,1,8,9,9,9,1,2,1,100000,0,10,,,2,,0.111111111,0.666666667,0.666666667,3,2,1,0.666666667,0.333333333,0.666666667,2.666666667,100000,0,8.75
031,0,,,12,0,0,0,0,0,,0,,3,,2,1,1,1,1,1,10,10,10,10,,10,1,0,0,10,,2,,,0.037037037,0.333333333,0.333333333,2.5,2,0.285714286,0.714285714,0.285714286,0.285714286,1.571428571,0,0,10
032,0,,,11,0,0,0,1,0,,1,2,3,3,2,1,1,1,1,0,9,8,8,1,,12,1,0,0,8,,,3,,0.037037037,0.333333333,0.666666667,2.5,2,0.428571429,1,1,0,2.428571429,0,0,6.5
033,0,,,12,0,0,1,1,0,2,0,3,3,3,2,1,1,1,1,1,8,8,9,9,,1,1,0,0,9,2,,1,,0.037037037,0.333333333,0,2.333333333,2,0,0.333333333,0.666666667,0,1,0,0,8.5
034,0,,,11,0,0,1,1,1,3,0,2,3,3,3,3,3,1,1,1,7,7,7,7,,1,0,0,0,8,,3,,,0.074074074,1,0.666666667,2,2.333333333,0.666666667,0.666666667,0.666666667,0.666666667,2.666666667,0,0,7
035,0,,,9,1,0,0,0,1,3,0,2,3,2,2,1,1,1,1,1,8,8,8,8,3,5,1,6000,0,8,,,1,,0.185185185,1,1,2.333333333,2.666666667,1,0.333333333,0.333333333,0,1.666666667,30000,0,8
036,0,,,10,0,0,1,1,0,3,0,2,3,2,2,1,1,1,1,1,9,9,9,9,,2,1,0,0,7,,1,2,,0.185185185,1,1,3,2.333333333,1,1,0.666666667,0.666666667,3.333333333,0,0,9
037,0,,,9,0,0,1,0,0,4,1,3,2,3,3,1,1,1,1,1,8,8,8,6,,3,0,0,0,6,,,3,,0,0.333333333,0,2.333333333,4,0,0.333333333,0,0,0.333333333,0,,7.5
038,0,,,12,0,0,1,1,0,1,0,2,3,2,3,1,1,1,1,1,8,8,9,9,4,3,0,0,0,9,,,3,,0.111111111,1,1,3,1,0.571428571,0,0.285714286,0,0.857142857,40000,,8.5
039,0,,,13,0,0,1,1,1,3,1,2,3,2,3,1,1,1,1,1,7,7,8,8,,3,0,0,0,9,,,4,,0.037037037,0.333333333,0,2.666666667,1,0,0,0,0,0,0,,7.5
040,0,,2,11,0,0,0,0,0,1,0,3,3,,3,1,1,1,1,1,7,7,9,6,,1,1,0,0,8,,,3,,0.37037037,1,0.333333333,3,3.666666667,0.666666667,1,0.666666667,0.333333333,2.666666667,22000000,0,7.25
041,1,3,,8,0,0,1,1,0,2,0,2,3,,2,1,1,1,1,1,9,8,8,6,6,3,1,0,0,5,,,3,,0.037037037,0.333333333,0.666666667,2,1,0,0,0,0,0,6000000,0,7.75
042,0,,,11,0,0,0,1,0,3,0,3,3,3,3,1,1,1,1,1,8,8,8,7,,12,0,0,0,8,,2,1,,0,0,0,2.666666667,,0,0,0,0,0,0,0,7.75
043,0,,,10,0,0,0,0,0,2,0,1,2,3,2,1,1,1,1,0,10,10,10,10,,3,0,0,0,6,,,4,,0.148148148,1,0.666666667,2.666666667,2,0.714285714,1,1,1,3.714285714,0,0,10
044,0,,,9,1,0,1,1,1,3,0,1,2,3,2,1,1,1,1,1,8,9,10,8,,1,0,0,0,6,,3,,,0,0.333333333,0,2.333333333,2,0,0,0,0,0,0,,8.75
045,0,,8,9,0,1,1,1,0,2,0,2,3,1,3,1,1,1,1,1,9,10,10,8,,3,0,0,0,6,,,3,,0.074074074,0.666666667,0.666666667,2.666666667,2.5,0.571428571,1,0,0.428571429,2,8000000,0,9.25
046,0,,1,11,0,1,1,1,0,2,0,2,3,3,3,1,1,1,1,1,8,9,9,8,,4,1,0,0,8,,,3,,0.074074074,0.666666667,0.333333333,2.666666667,1.5,0.666666667,0,0.333333333,0,1,1000000,0,8.5
047,0,,,15,0,0,1,1,0,2,0,2,3,2,3,1,1,1,1,0,7,8,8,7,,3,0,0,0,12,,,3,,0,0,0,3,,0.333333333,0.333333333,0,0,0.666666667,0,0,7.5
048,0,,,13,0,1,0,1,0,3,0,2,3,3,3,1,1,1,1,1,8,8,8,8,,2,0,35000,0,8,,2,3,,0,0,0.333333333,3,,0.714285714,0.571428571,0,0,1.285714286,0,0,8
049,0,,,8,1,1,0,1,0,1,1,3,2,2,2,3,2,2,2,0,10,10,10,1,,2,1,0,0,6,1,,1,,0,0.666666667,0,3,1.5,0.428571429,0.428571429,0.285714286,0,1.142857143,0,0,7.75
050,0,,,11,0,1,1,1,0,3,0,3,2,3,2,2,2,2,2,1,8,7,9,8,5,2,1,2500,0,7,4,,,,0.037037037,0.666666667,0.666666667,2.666666667,2.5,1,0.333333333,0.666666667,0.333333333,2.333333333,50000,0,8
051,1,3,,7,1,1,1,1,0,2,0,1,3,3,3,1,1,1,1,1,10,8,9,9,5,3,1,0,0,7,,,,,0,0,0.333333333,2.333333333,,0,0,0,0,0,50000,0,9
052,0,,,9,1,0,1,1,0,2,0,2,3,3,2,1,1,1,1,0,8,10,10,9,,3,1,0,0,7,,,2,,0.296296296,1,0.666666667,2.666666667,2.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1.333333333,0,0,9.25
053,0,,,13,0,0,1,1,1,1,1,4,3,3,3,1,1,1,1,1,10,10,10,1,4,3,0,0,0,9,,4,,,0.185185185,1,0.333333333,2,1,0,0.666666667,0.666666667,0,1.333333333,4700000,0,7.75
054,0,,,11,1,1,1,1,1,3,1,3,3,2,3,1,1,1,1,0,8,8,9,7,1,2,0,0,0,9,,2,,,0.037037037,1,0.666666667,2.833333333,1.666666667,0.666666667,0.666666667,0.666666667,0.333333333,2.333333333,126000,,8
055,1,3,,11,0,1,1,1,1,3,1,3,3,3,3,1,1,1,1,1,7,8,8,8,,2,0,0,0,9,,,2,,0.074074074,0.666666667,0.333333333,2.5,1,0,0.333333333,0.666666667,0,1,0,0,7.75
056,1,3,,10,0,1,0,1,0,2,0,3,2,2,2,1,1,1,1,1,8,7,7,6,,2,0,0,0,7,,,3,,0,0.333333333,0.333333333,2.666666667,2,0.333333333,1,0.666666667,0,2,0,,7
057,0,,,12,0,0,0,1,1,3,1,3,3,3,3,1,1,1,1,0,8,8,8,7,6,2,0,0,0,8,,4,,,0.074074074,0.666666667,0.666666667,3,3,0,0.333333333,0.333333333,0,0.666666667,60000,0,7.75
058,0,,,10,1,0,1,1,0,3,1,3,3,2,3,1,1,1,1,0,6,6,6,6,,3,1,0,0,8,,,2,,0.074074074,0.333333333,0.333333333,2.5,3,0.333333333,0,0,0,0.333333333,0,0,6
059,0,,,12,0,1,0,1,0,2,0,2,3,3,3,1,1,1,1,1,8,8,8,7,1,5,0,0,0,11,,1,,,0.148148148,1,1,3,1.666666667,0.333333333,1,1,0,2.333333333,10000000,0,7.75
060,0,,,10,0,0,0,0,1,2,1,2,3,3,3,1,1,1,1,1,10,9,10,9,,3,0,0,0,8,,,2,,0.074074074,0.666666667,0.333333333,3,2,0,1,0.571428571,0,1.571428571,0,,9.5
061,0,,,10,0,1,0,1,0,2,0,3,2,2,2,1,1,1,1,0,7,9,8,7,,2,0,0,0,7,,,3,,0,0,0,2.833333333,,0,0,0,0,0,0,0,7.75
062,0,,,10,0,0,1,0,1,3,1,2,3,2,2,1,1,1,1,1,10,10,10,10,,2,0,0,0,8,,2,,,0.074074074,1,0.333333333,3,2,0.333333333,0.666666667,0.333333333,0,1.333333333,0,,10
063,0,,,10,0,1,1,0,1,3,0,3,3,2,2,1,1,1,1,1,7,7,7,7,,3,0,1500,0,8,,,2,,0.185185185,1,0.666666667,2.666666667,2,0.428571429,0.714285714,0,0.714285714,1.857142857,0,,7
064,0,,,9,0,0,1,1,0,2,1,3,3,2,2,1,1,1,1,1,7,8,8,8,2,3,0,0,0,7,,,2,,0.037037037,0.333333333,0.333333333,2.333333333,3,0.333333333,0.333333333,0.333333333,0.333333333,1.333333333,2000000,0,7.75
065,1,3,2,10,1,0,1,1,1,3,1,4,3,3,3,1,1,1,1,1,8,8,8,8,,3,1,25000,0,9,,,1,,0,0.666666667,0,2.666666667,1.5,1,0.285714286,0.285714286,0.285714286,1.857142857,20000,0,8
066,0,,,10,0,1,0,0,1,3,0,3,3,2,2,1,1,1,1,1,8,9,8,8,1,2,0,0,0,7,,,3,,0.037037037,0.666666667,0,3,3,0.333333333,0,0,0,0.333333333,1500000,0,8.25
067,1,3,4,12,1,1,1,1,0,2,1,2,3,3,3,1,1,1,1,1,10,10,10,8,,2,1,0,0,10,,,2,,0.222222222,1,1,2.333333333,3.333333333,1,1,1,1,4,4000000,0,9.5
068,0,,,7,0,1,0,0,1,3,0,3,2,2,2,1,1,1,1,1,9,8,9,8,,2,1,0,0,4,1,2,,3,0,0.333333333,0,3,1,0,0.333333333,0,0,0.333333333,0,0,8.5
069,1,4,,10,0,1,1,1,1,3,1,3,2,3,3,1,1,1,1,1,10,10,10,9,,2,1,0,0,8,,,2,,0.037037037,1,0.333333333,3,1.666666667,0.666666667,0.666666667,0.666666667,0.333333333,2.333333333,0,0,9.75
070,0,,,12,0,0,1,0,0,2,0,3,2,3,2,2,1,1,1,1,9,10,10,9,,3,0,0,0,7,,,5,,0,0.666666667,0,3,1.5,1,0,0,0,1,0,,9.5
071,0,,,7,0,1,0,0,1,3,0,1,2,2,2,2,2,2,2,1,7,7,8,7,,2,0,0,0,6,,,1,,0.074074074,0.666666667,0,2.666666667,1.5,0.666666667,0.333333333,0.666666667,0,1.666666667,0,0,7.25
072,0,,,13,0,1,0,0,0,2,0,2,3,2,2,1,1,1,2,1,6,7,7,8,1,1,1,20000,0,9,2,1,1,3,0,0.333333333,0.333333333,2.333333333,1,0.666666667,0.333333333,0.333333333,0,1.333333333,10000000,0,7
073,0,,,11,0,0,0,0,0,2,0,3,2,2,3,1,1,1,1,0,8,7,8,8,,1,0,0,0,5,,,6,,0,0.333333333,0,2.333333333,1,0.666666667,0.666666667,0.333333333,0,1.666666667,0,0,7.75
074,0,,,10,0,0,0,0,0,1,0,3,2,2,2,1,1,1,1,1,9,9,9,8,,2,0,2500,1,7,2,1,,3,0.074074074,0.666666667,0.333333333,3,1.5,0.666666667,0.666666667,0.666666667,0,2,0,,8.75
075,0,,,6,0,1,0,1,0,1,1,2,2,3,3,1,1,1,1,1,9,9,9,8,,3,1,0,0,4,,,2,,0.074074074,0.666666667,0,2.833333333,3,0.333333333,0.666666667,0.666666667,0,1.666666667,0,0,8.75
076,0,,,10,0,1,1,0,0,2,0,2,2,2,2,1,1,1,1,1,7,7,8,7,,2,1,0,0,7,1,2,,3,0.074074074,0.666666667,1,2.666666667,2,1,1,0.666666667,0,2.666666667,0,0,7.25
077,0,,,10,0,1,0,0,0,3,0,3,3,2,3,1,1,1,1,1,8,8,9,9,,4,1,0,0,6,,4,,,0.222222222,0.666666667,0.333333333,2.333333333,2.5,1,1,0.666666667,0,2.666666667,0,0,8.5
078,0,,,10,0,0,1,0,0,3,1,2,2,2,2,1,1,1,1,1,10,8,10,10,1,2,1,0,0,6,4,,,,0.259259259,1,1,3,1.666666667,1,1,1,0,3,18000,0,9.5
079,0,,,12,0,0,1,0,0,1,0,2,3,3,2,1,1,1,1,1,8,8,8,8,,2,1,0,0,10,,2,,,0,0,0,3,,0.666666667,0.666666667,0,0,1.333333333,0,0,8
080,0,,,10,0,0,0,0,0,2,0,2,1,2,2,8,1,1,1,0,10,10,10,10,4,2,0,0,0,8,,,2,,0.111111111,1,0.333333333,2,1.333333333,0.333333333,0.333333333,0,0,0.666666667,40000,,10
081,1,4,5,10,0,1,1,1,1,3,1,2,3,2,3,1,1,1,1,1,9,9,9,9,,3,0,0,0,7,,,3,,0.111111111,1,0,2.5,3,1,1,1,0.666666667,3.666666667,50000,0,9
082,0,,4,9,0,0,0,1,0,3,1,8,2,1,3,8,2,1,1,1,8,7,7,6,,3,1,72000,0,6,,,3,,0.074074074,0.666666667,0,3,2,1,1,1,0,3,4000000,0,7
083,0,,,8,0,0,0,1,0,2,1,2,3,3,3,1,1,1,1,1,8,7,8,8,,2,0,10000,0,5,,,3,,0,0,0.333333333,3,,0.666666667,1,1,0,2.666666667,0,,7.75
084,0,,3,13,0,0,0,0,0,3,0,3,3,2,2,1,1,1,1,1,10,10,10,10,,2,0,0,0,9,,,4,,0.037037037,0.333333333,0.666666667,2,1,0.666666667,0.333333333,0.666666667,0,1.666666667,3000000,0,10
085,0,,,11,0,1,0,1,0,3,0,3,3,2,2,1,1,1,1,1,8,9,10,8,,2,1,0,0,7,,,4,,0.037037037,0.666666667,0,2.666666667,2,0,0,0.285714286,0,0.285714286,0,0,8.75
086,1,2,1,9,0,0,1,0,0,3,1,3,3,2,2,1,1,1,1,1,7,8,9,7,,2,1,20000,0,6,,,3,,0.111111111,0.666666667,0,2.5,1.5,1,0.333333333,0.333333333,0,1.666666667,1700000,0,7.75
087,0,,,8,0,0,0,0,1,3,0,8,2,3,2,1,2,1,1,1,10,10,10,10,5,1,0,500,0,7,,,1,,0.074074074,0.666666667,0,2.333333333,1,0.666666667,0.666666667,0.333333333,0,1.666666667,50000,,10
088,0,,,5,0,0,1,0,0,2,0,2,2,2,3,1,1,1,1,1,10,10,10,8,1,3,1,0,0,3,,2,,,0,1,0,2.5,1.333333333,0.333333333,0.666666667,0,0,1,10000,0,9.5
089,0,,3,13,0,0,1,1,0,2,0,2,3,2,3,1,1,1,1,1,8,8,8,7,,8,0,0,0,7,,6,,,0.074074074,1,0.666666667,2.833333333,1.666666667,0,0.333333333,0,0,0.333333333,3680000,0,7.75
090,0,,,9,1,1,1,1,1,3,1,3,3,2,3,1,1,1,1,1,7,7,8,4,6,12,1,0,0,9,,,,,0.037037037,0.333333333,0.666666667,3,1,0.666666667,0.333333333,0.333333333,0,1.333333333,60000,0,6.5
091,0,,,9,0,0,0,0,0,1,0,2,3,2,3,1,1,1,1,1,9,9,9,8,,1,1,0,0,5,,,4,,0,0,0,2.5,,0.714285714,0,0,0,0.714285714,0,0,8.75
092,0,,,8,0,0,1,1,0,3,0,1,3,3,3,1,2,1,1,1,9,9,9,7,,3,0,0,0,5,,3,,,0,0,0.333333333,2.833333333,,0,0,0,0,0,0,,8.5
093,0,,,8,0,0,0,0,0,1,1,3,2,3,2,1,1,1,1,1,8,8,8,8,,2,0,0,0,6,,,2,,0,0.333333333,0,2.833333333,2,0.285714286,0,0,0,0.285714286,9999999998,0,8
094,0,,,11,0,0,0,0,0,1,1,3,2,2,2,1,1,1,1,1,8,9,9,8,,3,1,0,0,8,,,3,,0.037037037,0.666666667,0,2.333333333,2,0,0,0.285714286,0,0.285714286,0,0,8.5
095,0,,,8,0,0,0,0,0,1,1,3,3,2,2,1,1,1,1,1,7,7,7,7,,3,0,50000,0,6,,,2,,0,0,0,2.5,,0.428571429,0.428571429,0,0,0.857142857,0,,7
096,0,,,11,0,0,0,0,0,2,0,2,2,3,2,1,1,1,1,0,8,9,7,7,,12,0,0,0,8,,,3,,0.074074074,0.333333333,0,2.333333333,3,0.333333333,0.333333333,0,0,0.666666667,0,0,7.75
097,1,2,3,11,0,0,0,1,1,3,0,8,3,2,2,1,1,1,1,1,8,8,8,9,,3,1,0,0,6,,5,,,0,0.666666667,0,2,4,0,0,0,0,0,3000000,0,8.25
098,1,3,,10,0,1,1,0,1,4,0,1,4,2,3,1,1,1,1,1,7,8,8,8,1,5,1,0,0,6,1,,3,,0.111111111,1,0.333333333,2.333333333,2.333333333,0.333333333,0.333333333,0.666666667,0.333333333,1.666666667,1000000,0,7.75
099,0,,,7,0,0,0,0,0,,0,,,,,,,,,0,,,,,,,0,0,0,4,,,3,,,,,,,,,,,,0,,
099,1,3,,,1,0,1,1,1,3,1,2,3,2,3,1,1,1,1,1,8,8,8,7,1,2,1,0,0,,,,,,0,0.333333333,0,2.333333333,2,0,0.285714286,0.285714286,0.285714286,0.857142857,1000000,0,7.75
